_id,_hash,ApplicantIncome,CoapplicantIncome,Credit_History,LoanAmount,Loan_Amount_Term,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
67b2ed3e78c5c95c651584db,a9d6deb8ffa63e873216514ea8759dff01b1098e45327db438d9327510b53efc,3200,700.0,1.0,70.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584dc,201b84f3189fbf3c8f0847c1d86c2b2f6b13d06d3b69690ad5bda9105e635908,2500,1840.0,1.0,109.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584dd,a1097af9ffd0a1a2be267b10c324cf236ca38566d43a8054ecaa5e3ec8319f94,3073,8106.0,1.0,200.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584de,efdee13c03d65ea58a80dc1bf7598e943d91859acdaea6b813bc27914b9901dc,1853,2840.0,1.0,114.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
67b2ed3e78c5c95c651584df,d50169a0a8cfc294dd87083bcae5643d32d68d93e55fd1c49653577ec16fa67f,1299,1086.0,1.0,17.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584e0,01f393ddd13adfa4416b255944b9800a1d3f9f20a1cc20f3c92618610f44f969,4950,0.0,1.0,125.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584e1,131123b6ca9d1da8e7380fed62e560ae0a74555cf9815c8c90c2ba2a9645e423,3596,0.0,0.8421985815602837,100.0,240.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584e2,79c692ca80ab3e6ef09637b3e7eb61ac9c05ae895c03d4f332cb7ca2a5273b6c,3510,0.0,0.0,76.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584e3,5c0c228bc1555dabc40a413b91149838cd4e6241362be639893f7a1fe5402e9d,4887,0.0,1.0,133.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
67b2ed3e78c5c95c651584e4,84ed096667ddc12049f3f0f7cdc10f351dffab7472cf2205268adfaf4ed12776,2600,3500.0,1.0,115.0,342.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584e5,f828b2135f993cecdf26b970cc4ce8582786d32a953fefac8c1094320925f32d,7660,0.0,0.0,104.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584e6,2bea960c426394c4265a6eeaec0ca6b683b888bfc96945c0caedc83e7ac27350,5955,5625.0,1.0,315.0,360.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584e7,03de595df3507571d10d9509838a0827b24001128d4f9639530ddcd4dfd9df55,2600,1911.0,0.0,116.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
67b2ed3e78c5c95c651584e8,858520a12880993211933709dc70c0b1427c92ff84dcb1df079ec7fa813db7f9,3365,1917.0,0.0,112.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
67b2ed3e78c5c95c651584e9,2d18bec6528c81225e0bd4114a5dd845e09cffb9b6c193ed8ccaad6baaa03b44,3717,2925.0,0.8421985815602837,151.0,360.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3e78c5c95c651584ea,ebe5ea68d2a6dc637dc740b5555eba6b6fb74b8aef96fecb147002e9d5918e57,9560,0.0,1.0,191.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
67b2ed3e78c5c95c651584eb,5c16b1f79bea31e96fad7499de6f8f83d4ecd949a11f4ef6897363332a329691,2799,2253.0,1.0,122.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3e78c5c95c651584ec,84fff7059ba3fe44a7b5161c208a869fdebd8f0f1c73e4900dccc32ab323d137,4226,1040.0,1.0,110.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584ed,e0ccfcdb7d4c392aabddf77d01f6bf2000852c6b76421e96d0847cb207839ec1,1442,0.0,1.0,35.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584ee,31ab06c55e47f12205e3f644caa2b5f5938ed9d7df8298f9e021b9768f017616,3750,2083.0,1.0,120.0,360.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3e78c5c95c651584ef,5b369273a452743b15559e19d73a956b8ba05e42ab41fbcbded961bd5746ec83,4166,3369.0,0.8421985815602837,201.0,360.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584f0,a22eeca57cf058d327fd8d1fee1451514a7793be94cf666264dc4a82518f550c,3167,0.0,1.0,74.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3e78c5c95c651584f1,088bc8e04cc65b5db4f7fc550ae99df9015b8cc085c843e30db63b1b125ffb73,4692,0.0,1.0,106.0,360.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
67b2ed3f78c5c95c651584f2,c56c6b8049c48eb2084f75ddccf6366b0f467e1533f7a9751173e597c81c5f41,3500,1667.0,1.0,114.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c651584f3,51d8d8e27c09743efd2d0c96f5ca77f9a324e9902f7f3c4a29b64c18468b46a7,12500,3000.0,1.0,320.0,360.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
67b2ed3f78c5c95c651584f4,d93b74de0a50fa8b3896ff915eb26af81e10d8b6da1fdac938320d1bc6ca48b2,2275,2067.0,1.0,146.41216216216216,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c651584f5,fe7a2b7ed6a9efecfdf2db31eb182bad4bf46dccc63d8a6fad17c009dbd7dbf5,1828,1330.0,0.0,100.0,342.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c651584f6,cfbd8cecc333fa5e202398fec6734301370d5334fe71c0430472f8338943f090,3667,1459.0,1.0,144.0,360.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c651584f7,36bd6d77f0928cdcb889d2492055e4fcaff7de4d31e57a1113ffa48defe42349,4166,7210.0,1.0,184.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c651584f8,6a52e6323fd7e5957bedc6bb34805bd24b31fd222d2ff4d576b07bd0675b5148,3748,1668.0,1.0,110.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c651584f9,6fe131b523b118a141b30e1d1cc5b60d0796033f9780ecc3b23731741df7fb38,3600,0.0,1.0,80.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c651584fa,4606ebee7ee21646448588c77f76a94176f914062695aac7af6fa5acde022e24,1800,1213.0,1.0,47.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c651584fb,3d65958a357572f6f174cf4f1d2e5cc23b6fc6830d61f344700adfc7e0cae7bb,2400,0.0,0.8421985815602837,75.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c651584fc,94eb2e67667a32bea227599913a649026bbbec53606f3747125a83b8d0fbadb9,3941,2336.0,1.0,134.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c651584fd,24a1d3995992bb6cff2779291169380c11e1d8526bb93157bc06296fc171ebca,4695,0.0,1.0,96.0,342.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
67b2ed3f78c5c95c651584fe,c4bd9ef06ec1fe2659b6bb53660ba3a96b151860da9e3c70b0f1080c2a9bce6e,3410,0.0,1.0,88.0,342.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c651584ff,52efc55e6d8894e9847207af1cab5832591ee810bf154a74347ffa2a55213ef1,5649,0.0,1.0,44.0,360.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c65158500,03672f5dfab77c22e528ceb50c5888cff4dff721c1612754e31946254576d398,5821,0.0,1.0,144.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c65158501,fc89c5b6b281e2722ae565242a115efaee38af3a2bbfbfcc25790461a3e18884,2645,3440.0,0.0,120.0,360.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c65158502,4e13ba31c7c0854b12f704d841a5b4c7f2e850ff9e31aa391e5fc0e809f44308,4000,2275.0,1.0,144.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c65158503,afd79759169339ce47203d8dcb10f0167035552f570a11e73f1bcff5f39dec56,1928,1644.0,1.0,100.0,360.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c65158504,57b99c223b16f8886934a6069d181cc092b2dec6648e833f491dc000c7aa553f,3086,0.0,1.0,120.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c65158505,a9dd46121939b6d1bc9db4c0932eb50f99282a3977ff2660f64c059276da9343,4230,0.0,1.0,112.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c65158506,e583ee18daca6b8531f30f8af048ca9f06844c322439d89fd5d942d4e3a96abd,4616,0.0,1.0,134.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c65158507,0a83d47442129badefcdf4c4f9687f9eab08ac58ddb2fec601c1265fa3c1cff7,11500,0.0,0.0,286.0,360.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
67b2ed3f78c5c95c65158508,b4adf5435102b8feb36bf7b9e26671b84ac472b4e6ca5c7a51b9f7893cfec4b3,2708,1167.0,1.0,97.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c65158509,b1ca1a83e53ede0d40155133520f1ff63c62131c567ef4ca919ba78b4847aaaa,2132,1591.0,1.0,96.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c6515850a,ccf4e042f303d74a0c1f631b4e6797833cd08dff83cd6d292e4f780eeb5e32f7,3366,2200.0,1.0,135.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
67b2ed3f78c5c95c6515850b,ffa598458364734a6c6cade2d5ac5eff4a70dac66cfce74785f5fc779106ed4b,8080,2250.0,1.0,180.0,360.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c6515850c,9d8cd0077b624382272a2b616b8ca49b1d620bab77258eb27c8b36ffb736382b,3357,2859.0,1.0,144.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c6515850d,213feefd004ef43887c1290fa1a79bafafabda3bcb9ca4d87ea72fa676e99fcc,2500,3796.0,1.0,120.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c6515850e,3905942fdd8cdd5ca34af6e2a313fd0726df23b76cbc654f5720d200bbcf5c85,3029,0.0,1.0,99.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed3f78c5c95c6515850f,8cb3a27dd4093157e050acf6b65d22217999721283178a524ef79fa9d07dd7e9,2609,3449.0,0.0,165.0,180.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
67b2ed3f78c5c95c65158510,19f04b5785a4b688489725e37c64ed89cde3ef4db0f052b8e3c299802e091b6f,4945,0.0,0.0,146.41216216216216,360.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
67b2ed3f78c5c95c65158511,c4ef216965827ed7dd281d391d5f08a0104855ecf11282783bce3f5c20579486,4166,0.0,0.0,116.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c65158512,3eb6742b49f76fbc9f8eb00e030dbf6108a582d9e5fc118343dc8335c829d871,5726,4595.0,1.0,258.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed3f78c5c95c65158513,f1bce944835ba7846d4fcef56e489d96bae11d734120d737846886ae74dea0fc,3200,2254.0,0.0,126.0,180.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
67b2ed4078c5c95c65158514,7dcb784f93970639a5154be7681f750402dbdca606a3774ef365d2848d3d17e2,10750,0.0,1.0,312.0,360.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed4078c5c95c65158515,cc14274f39af58930dc17df8e9b93be617c204ec277f333c135ea82af7b60015,7100,0.0,1.0,125.0,60.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
67b2ed4078c5c95c65158516,ba43e2adf95f3b85776598014fc92d2235cd036ffee45c913418d3bc203c665a,4300,0.0,0.0,136.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c65158517,59dc189acd1a9bbea756723e647e1bbadeb6a6d197ea1b86892ada55e5d600c5,3208,3066.0,1.0,172.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed4078c5c95c65158518,a186f97c6aac54d35db26d248620f6f4366797d6989fd3a5085e85c0472e8907,1875,1875.0,1.0,97.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
67b2ed4078c5c95c65158519,cd18b2c7021d2ef8fb83627dd622ecf8ee98a9a5a4e10efa2e085c5207a08fe2,3500,0.0,1.0,81.0,300.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c6515851a,8461957eb2f27ba435f8733e898dfedc6d3294acc546e2f4ae9153fb41cdc4ce,4755,0.0,0.0,95.0,342.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c6515851b,6c3a6d7e953f11498035d90b5d2397bb4e0b4cc33e952f91b96c09d5258066fa,5266,1774.0,1.0,187.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
67b2ed4078c5c95c6515851c,0677c8992229f1197fad44e670e9433f4f51d854c281db377422e322f7b28f90,3750,0.0,1.0,113.0,480.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed4078c5c95c6515851d,61c5902ec879281922b1b2fc57e10e480cb2a4fbdb57f45296ec255049aaa118,3750,4750.0,1.0,176.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed4078c5c95c6515851e,b7c202e510f90022de2373691cd391797c2fa577a29ba4df8973f851c6e9a595,1000,3022.0,1.0,110.0,360.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
67b2ed4078c5c95c6515851f,0e410b2e815c135ca7cd2c7f98d433d10ea2b8936e0fa4e87d10d55cdc4e844b,3167,4000.0,0.0,180.0,300.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c65158520,2279a55d01ed8499db2484b13fdb57709446fdfc50ed71458d2d5b644cd44a30,3333,2166.0,0.8421985815602837,130.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
67b2ed4078c5c95c65158521,d0223409c65516a473032bd4d4c4ee2fe90512670b3c23451db5b1efda9a3909,3846,0.0,1.0,111.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c65158522,bb925dd654e74ad9faec3598c8adc8c5e277be4976138b5678d2f60a152a9fa7,2395,0.0,1.0,146.41216216216216,360.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
67b2ed4078c5c95c65158523,88d0527b0fc3ddae969b6d9fe2738c94406c15b1acd2cd1e56e1bee2177d2e4f,1378,1881.0,1.0,167.0,360.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed4078c5c95c65158524,7fc11e9c9e1bbe33d74610c533edeeb33ade1d28c707684fab6d5224302cdcf7,6000,2250.0,0.8421985815602837,265.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c65158525,1021afcf16c13feb97a9ea0bd9bbd15987a762a25a8837e3b5a55ba56cb55154,3988,0.0,1.0,50.0,240.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed4078c5c95c65158526,0402825b5da64e879b84b0075865b70caefbba2cde87e36b06cf57ef85690098,2366,2531.0,1.0,136.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c65158527,5304d6e006e45dc6c08d704aea250bf7272a5bb9ddf549d1af7cde3cbeee8866,3333,2000.0,0.8421985815602837,99.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c65158528,5d9fd08b4abe1bf71b2ef1fccd1cbde810ac6a695972bae0d9319289e13d69a9,2500,2118.0,1.0,104.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c65158529,47b16da8c0932cb36aac64c585ecaf0efc5dcd02bc2d869f4cb4b36ec9b627cb,8566,0.0,1.0,210.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed4078c5c95c6515852a,5b5e2144b45c33b4084950308abcced1670272a2e03d4c11c1a0e7d0f8afbadf,5695,4167.0,1.0,175.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c6515852b,1058fca8031c73facb84232d95119010a903ccc78af0eb16c1c2226ff51cf3f6,2958,2900.0,1.0,131.0,360.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c6515852c,4ef758f4a747e5fa9d06fe3a5a555f4ba656418224c9b78656e649fefc06b53e,6250,5654.0,1.0,188.0,180.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c6515852d,308c961d8c418dbe7b8b140242fee8fc3e5207e0678aa8d32ec7ef09cbd9c75e,3273,1820.0,1.0,81.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
67b2ed4078c5c95c6515852e,48335159af4585864c602b8fb325b09e461525e31aaeac9c748f88f8b307ce10,4133,0.0,1.0,122.0,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c6515852f,c0cc795aab7522498a570bec3366520752e424d2a4654ce0fddd473234b89018,3620,0.0,1.0,25.0,120.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
67b2ed4078c5c95c65158530,9c7546deb2cc3aa649ba3e730dc7bf236bd623a16920af472a15c6721bfb176a,6782,0.0,0.8421985815602837,146.41216216216216,360.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67b2ed4078c5c95c65158531,afb64f0a19723c3ba73ee30633e39cf2e9382d3254f800f63c981c2f6a148150,2484,2302.0,1.0,137.0,360.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
